6:0.1:24:4 => 0.012405972888783172, 0.9977229601518026, 0.11313066001339639, 0.970973249857712, 0.16812902726736423, 0.9635742743312464
6:0.01:24:4 => 0.0271754997020418, 0.9977229601518026, 0.15193953501010263, 0.9618668184405236, 0.1880039640928845, 0.9556061468412066
6:0.1:24:8 => 0.0037163192210507325, 0.9998102466793168, 0.1344426809637052, 0.9590210586226523, 0.19586530632364588, 0.9527603870233352
6:0.01:24:8 => 0.018566344540820203, 0.9990512333965844, 0.13766720492040385, 0.9612976664769494, 0.15267966110007586, 0.9590210586226523
6:0.1:24:12 => 0.003952217162507375, 0.9998102466793168, 0.12005426654847011, 0.9743881616391576, 0.14358648845715122, 0.9686966420034149
6:0.01:24:12 => 0.01821930595588955, 0.9990512333965844, 0.13781589838499958, 0.9630051223676722, 0.14798510189142985, 0.9595902105862265
6:0.1:48:4 => 0.0033323034009134227, 1.0, 0.09487522857867785, 0.9795105293113261, 0.11577261682297732, 0.9715424018212863
6:0.01:48:4 => 0.025864375170997597, 1.0, 0.09987373045972876, 0.9766647694934547, 0.13529688713921084, 0.9669891861126921
6:0.1:48:8 => 0.0025248680835251104, 1.0, 0.06976290843827096, 0.9795105293113261, 0.11719081238717646, 0.9669891861126921
6:0.01:48:8 => 0.021993849316442556, 1.0, 0.1195388945776063, 0.9692657939669892, 0.1292670328371428, 0.9652817302219693
6:0.1:48:12 => 0.0026503862193997274, 1.0, 0.0796570920863667, 0.9817871371656233, 0.13016521255485713, 0.9635742743312464
6:0.01:48:12 => 0.020442997926676816, 1.0, 0.11266062549642615, 0.9715424018212863, 0.13873104902135358, 0.9595902105862265
6:0.1:64:4 => 0.005696996760341418, 0.9996204933586338, 0.10784082041521158, 0.9738190096755834, 0.13493808179295488, 0.9641434262948207
6:0.01:64:4 => 0.0333275008408061, 0.9994307400379506, 0.10889169227864061, 0.9760956175298805, 0.14028964737164124, 0.9669891861126921
6:0.1:64:8 => 0.003935300530473062, 1.0, 0.0822023709770292, 0.9778030734206034, 0.12451051025917488, 0.9669891861126921
6:0.01:64:8 => 0.02758006906383727, 1.0, 0.12429890555462667, 0.9698349459305634, 0.1318711339096938, 0.9669891861126921
6:0.1:64:12 => 0.003784689193883215, 1.0, 0.08752659488735455, 0.9783722253841776, 0.12582280779523508, 0.9675583380762663
6:0.01:64:12 => 0.025404084047459693, 1.0, 0.12483090814203024, 0.9686966420034149, 0.1293765330421073, 0.9692657939669892
42:0.1:24:4 => 0.008205663846059575, 0.9981024667931688, 0.1438330703354409, 0.9641434262948207, 0.1362963640555815, 0.9618668184405236
42:0.01:24:4 => 0.023880219078538094, 0.9981024667931688, 0.16181015899102832, 0.9573136027319294, 0.13330424516587644, 0.9612976664769494
42:0.1:24:8 => 0.009875520354994064, 0.9977229601518026, 0.16158261522965356, 0.9612976664769494, 0.15745200055991174, 0.9590210586226523
42:0.01:24:8 => 0.03486448280005292, 0.9946869070208728, 0.14497243154894662, 0.9573136027319294, 0.15454796656362108, 0.9556061468412066
42:0.1:24:12 => 0.00608536354213191, 0.9996204933586338, 0.12234934254681591, 0.9704040978941377, 0.1358028587867896, 0.9664200341491178
42:0.01:24:12 => 0.017859228421002626, 0.9990512333965844, 0.128006956250583, 0.9669891861126921, 0.1503122872672975, 0.9630051223676722
42:0.1:48:4 => 0.005523560686163943, 0.9992409867172676, 0.12715711493699536, 0.9686966420034149, 0.14656047466387218, 0.9601593625498008
42:0.01:48:4 => 0.02421330359171737, 1.0, 0.13580575031605926, 0.9698349459305634, 0.13957224212385513, 0.9652817302219693
42:0.1:48:8 => 0.00536782676671547, 1.0, 0.08670120059537727, 0.9755264655663062, 0.12101278920985155, 0.9681274900398407
42:0.01:48:8 => 0.025296185792169787, 1.0, 0.14425884136879766, 0.9641434262948207, 0.179258436669369, 0.9516220830961867
42:0.1:48:12 => 0.003202618293421851, 1.0, 0.11009687585504474, 0.9715424018212863, 0.12876151986671863, 0.970973249857712
42:0.01:48:12 => 0.02145186685533686, 1.0, 0.11155659947040919, 0.9726807057484348, 0.12946836071441303, 0.9641434262948207
42:0.1:64:4 => 0.0109434802231031, 0.9986717267552182, 0.1143086716266615, 0.9704040978941377, 0.13402389043143817, 0.9658508821855435
42:0.01:64:4 => 0.031315217108791135, 1.0, 0.1376810534191983, 0.974957313602732, 0.14425395615398884, 0.9635742743312464
42:0.1:64:8 => 0.005804107455727476, 1.0, 0.2875951770693064, 0.9225953329538987, 0.3061884484652962, 0.9265793966989186
42:0.01:64:8 => 0.031781842730131495, 1.0, 0.18926026725343295, 0.9482071713147411, 0.20459109864064626, 0.9544678429140581
42:0.1:64:12 => 0.011197952132851604, 0.9990512333965844, 0.28459048617099014, 0.9225953329538987, 0.30630030216915266, 0.9112122936824132
42:0.01:64:12 => 0.03725826666207917, 0.9990512333965844, 0.1844418485249792, 0.9550369948776323, 0.20603434861238515, 0.9464997154240182
